filename,noise_type
3562.png,Other noise
381.png,Other noise
342.png,Other noise
3373.png,Other noise
3934.png,Other noise
1252.png,Other noise
3344.png,Other noise
1074.png,Other noise
2458.png,Other noise
1267.png,Other noise
1866.png,Other noise
5050.png,Other noise
3603.png,Other noise
4072.png,Other noise
2225.png,Other noise
4409.png,Other noise
346.png,Other noise
1497.png,Other noise
5506.png,Other noise
2881.png,Other noise
2939.png,Other noise
3937.png,Other noise
134.png,Other noise
721.png,Other noise
4688.png,Other noise
898.png,Other noise
5203.png,Other noise
4219.png,Other noise
3771.png,Poisson noise
1124.png,Other noise
4682.png,Other noise
3250.png,Other noise
2258.png,Other noise
2399.png,Other noise
2288.png,Other noise
4184.png,Other noise
1912.png,Other noise
1938.png,Other noise
1781.png,Other noise
2227.png,Other noise
3593.png,Other noise
2246.png,Other noise
4969.png,Other noise
694.png,Other noise
3274.png,Other noise
5803.png,Other noise
3311.png,Other noise
5603.png,Other noise
2734.png,Poisson noise
5626.png,Other noise
590.png,Other noise
2504.png,Other noise
4917.png,Other noise
4510.png,Other noise
3723.png,Other noise
2972.png,Other noise
1172.png,Other noise
566.png,Other noise
2837.png,Other noise
921.png,Other noise
4818.png,Other noise
3696.png,Other noise
1426.png,Other noise
5191.png,Other noise
5322.png,Other noise
1957.png,Other noise
4591.png,Other noise
1765.png,Other noise
3809.png,Poisson noise
1762.png,Poisson noise
259.png,Other noise
2159.png,Other noise
5855.png,Other noise
1889.png,Other noise
1579.png,Other noise
2442.png,Other noise
25.png,Other noise
871.png,Other noise
1613.png,Other noise
4913.png,Poisson noise
285.png,Other noise
1297.png,Other noise
341.png,Other noise
4082.png,Other noise
54.png,Other noise
1160.png,Other noise
4622.png,Other noise
5597.png,Other noise
4824.png,Poisson noise
462.png,Other noise
5002.png,Other noise
851.png,Other noise
5037.png,Other noise
3893.png,Other noise
558.png,Other noise
1861.png,Other noise
1350.png,Other noise
111.png,Other noise
611.png,Poisson noise
5365.png,Other noise
2055.png,Other noise
3075.png,Other noise
2618.png,Other noise
1644.png,Other noise
1825.png,Other noise
4733.png,Other noise
5869.png,Other noise
3925.png,Other noise
887.png,Other noise
3369.png,Other noise
2586.png,Other noise
4669.png,Other noise
2035.png,Other noise
62.png,Other noise
2474.png,Other noise
4057.png,Other noise
3223.png,Poisson noise
205.png,Other noise
4170.png,Other noise
1373.png,Other noise
1265.png,Other noise
699.png,Other noise
2414.png,Poisson noise
1711.png,Poisson noise
369.png,Other noise
4315.png,Other noise
750.png,Other noise
4215.png,Other noise
1262.png,Other noise
2610.png,Other noise
3476.png,Other noise
3123.png,Other noise
2033.png,Poisson noise
4017.png,Other noise
4978.png,Other noise
5128.png,Other noise
5986.png,Other noise
963.png,Other noise
5767.png,Other noise
141.png,Other noise
5244.png,Other noise
5964.png,Other noise
693.png,Other noise
5211.png,Other noise
2232.png,Other noise
3374.png,Other noise
2361.png,Other noise
532.png,Other noise
3257.png,Other noise
1408.png,Poisson noise
309.png,Other noise
3310.png,Other noise
560.png,Other noise
5405.png,Other noise
4561.png,Other noise
1211.png,Other noise
19.png,Other noise
3121.png,Other noise
5265.png,Other noise
110.png,Other noise
4050.png,Other noise
5507.png,Other noise
544.png,Other noise
3931.png,Other noise
4514.png,Other noise
308.png,Other noise
5302.png,Other noise
5223.png,Other noise
4218.png,Other noise
2161.png,Other noise
4391.png,Poisson noise
2831.png,Other noise
4963.png,Other noise
1988.png,Other noise
2078.png,Other noise
4476.png,Other noise
1659.png,Other noise
3984.png,Other noise
2422.png,Poisson noise
4726.png,Other noise
3630.png,Other noise
5820.png,Other noise
1911.png,Other noise
1998.png,Other noise
2339.png,Other noise
3619.png,Other noise
4065.png,Other noise
26.png,Other noise
2073.png,Other noise
568.png,Other noise
1960.png,Other noise
4281.png,Other noise
2677.png,Other noise
3739.png,Other noise
918.png,Other noise
2004.png,Other noise
5283.png,Other noise
5624.png,Other noise
4919.png,Poisson noise
388.png,Other noise
4210.png,Other noise
1916.png,Other noise
4255.png,Other noise
4424.png,Other noise
4338.png,Other noise
2739.png,Other noise
1453.png,Other noise
2725.png,Other noise
79.png,Other noise
4482.png,Other noise
4851.png,Other noise
633.png,Poisson noise
3942.png,Other noise
5596.png,Poisson noise
3764.png,Other noise
3004.png,Other noise
824.png,Other noise
1396.png,Other noise
4384.png,Other noise
4597.png,Other noise
4163.png,Other noise
4612.png,Other noise
4413.png,Other noise
2764.png,Other noise
2027.png,Poisson noise
2016.png,Other noise
1609.png,Other noise
5775.png,Other noise
4879.png,Other noise
2632.png,Other noise
4584.png,Other noise
4227.png,Other noise
3359.png,Other noise
729.png,Other noise
5839.png,Poisson noise
5393.png,Other noise
2852.png,Other noise
2804.png,Other noise
5951.png,Other noise
1414.png,Other noise
4696.png,Other noise
1477.png,Other noise
5822.png,Other noise
5003.png,Poisson noise
5309.png,Other noise
4972.png,Other noise
883.png,Other noise
2621.png,Other noise
1709.png,Other noise
3812.png,Other noise
5666.png,Other noise
3300.png,Other noise
257.png,Other noise
4071.png,Other noise
2766.png,Poisson noise
4293.png,Other noise
2915.png,Other noise
3085.png,Other noise
3170.png,Other noise
2663.png,Other noise
4944.png,Other noise
2139.png,Other noise
4763.png,Other noise
5214.png,Other noise
993.png,Other noise
1281.png,Other noise
3581.png,Other noise
4992.png,Poisson noise
305.png,Other noise
2293.png,Other noise
4920.png,Other noise
2894.png,Other noise
4520.png,Other noise
1676.png,Poisson noise
3504.png,Other noise
477.png,Other noise
42.png,Poisson noise
4600.png,Other noise
3875.png,Other noise
3233.png,Other noise
175.png,Other noise
5524.png,Other noise
1261.png,Poisson noise
1621.png,Other noise
5533.png,Other noise
5218.png,Other noise
4481.png,Other noise
961.png,Other noise
4723.png,Other noise
1551.png,Other noise
5583.png,Other noise
3945.png,Other noise
518.png,Other noise
3050.png,Other noise
2155.png,Other noise
1602.png,Other noise
2918.png,Other noise
957.png,Poisson noise
5751.png,Other noise
3657.png,Poisson noise
5285.png,Other noise
3935.png,Other noise
5199.png,Other noise
3679.png,Other noise
1876.png,Other noise
3336.png,Other noise
4112.png,Other noise
3468.png,Other noise
226.png,Other noise
5075.png,Other noise
1493.png,Other noise
4888.png,Other noise
3735.png,Other noise
5338.png,Other noise
2879.png,Other noise
2179.png,Other noise
4288.png,Other noise
4435.png,Other noise
2570.png,Other noise
5684.png,Other noise
428.png,Other noise
3549.png,Other noise
3613.png,Other noise
2927.png,Other noise
4222.png,Other noise
2264.png,Other noise
5655.png,Other noise
217.png,Other noise
2964.png,Other noise
1424.png,Poisson noise
3484.png,Other noise
1710.png,Other noise
4410.png,Poisson noise
4258.png,Other noise
4396.png,Other noise
2652.png,Other noise
3656.png,Poisson noise
3266.png,Other noise
3029.png,Other noise
3749.png,Poisson noise
1330.png,Other noise
2708.png,Other noise
4663.png,Other noise
5161.png,Other noise
867.png,Other noise
2693.png,Other noise
821.png,Other noise
494.png,Other noise
4962.png,Other noise
4256.png,Other noise
3737.png,Other noise
5514.png,Other noise
2383.png,Other noise
837.png,Other noise
5618.png,Other noise
659.png,Other noise
2210.png,Other noise
3247.png,Other noise
3231.png,Poisson noise
5270.png,Other noise
3103.png,Other noise
4631.png,Other noise
5319.png,Other noise
6000.png,Other noise
5665.png,Other noise
4935.png,Other noise
418.png,Other noise
452.png,Other noise
3863.png,Other noise
3420.png,Other noise
2627.png,Other noise
4704.png,Other noise
981.png,Other noise
948.png,Other noise
2392.png,Other noise
3926.png,Other noise
306.png,Other noise
497.png,Other noise
4225.png,Other noise
5162.png,Other noise
2995.png,Other noise
304.png,Other noise
5562.png,Other noise
4164.png,Other noise
